"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","127","OH","USA","06","2016","d","g",136311,0,136311,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","127","PA","USA","06","2016","d","g",889663,0,889663,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",15209275,0,15209275,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","127","TX","USA","06","2016","d","g",78889,0,78889,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","127","WI","USA","06","2016","d","g",275967,0,275967,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","IL","USA","06","2016","d","g",271674,0,271674,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","IN","USA","06","2016","d","g",148262,0,148262,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","MN","USA","06","2016","d","g",51287,0,51287,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","NC","USA","06","2016","d","g",1878109,0,1878109,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","OH","USA","06","2016","d","g",530205,0,530205,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","PA","USA","06","2016","d","g",1678977,0,1678977,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",91728,0,91728,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","129","SD","USA","06","2016","d","g",77202,0,77202,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","AR","USA","06","2016","d","g",733667,0,733667,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","FL","USA","06","2016","d","g",277523,0,277523,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","IL","USA","06","2016","d","g",9322,0,9322,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","MN","USA","06","2016","d","g",260297,0,260297,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","NC","USA","06","2016","d","g",730172,0,730172,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","OH","USA","06","2016","d","g",379433,0,379433,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","PA","USA","06","2016","d","g",257700,0,257700,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",103817,0,103817,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","TX","USA","06","2016","d","g",64749,0,64749,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","131","WI","USA","06","2016","d","g",180093,0,180093,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","FL","USA","06","2016","d","g",82775,0,82775,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","IN","USA","06","2016","d","g",96602,0,96602,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","KS","USA","06","2016","d","g",16826,0,16826,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","MI","USA","06","2016","d","g",52591,0,52591,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","NC","USA","06","2016","d","g",651022,0,651022,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","OH","USA","06","2016","d","g",1717281,0,1717281,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","OK","USA","06","2016","d","g",143787,0,143787,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","PA","USA","06","2016","d","g",1362386,0,1362386,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",47300,0,47300,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","TX","USA","06","2016","d","g",29094,0,29094,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","133","WI","USA","06","2016","d","g",953842,0,953842,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","IA","USA","06","2016","d","g",46743,0,46743,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","IL","USA","06","2016","d","g",54890,0,54890,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","IN","USA","06","2016","d","g",78768,0,78768,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","NC","USA","06","2016","d","g",606753,0,606753,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","OH","USA","06","2016","d","g",30674,0,30674,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",176793,0,176793,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","TX","USA","06","2016","d","g",1026253,0,1026253,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","135","WI","USA","06","2016","d","g",35728,0,35728,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","137","IL","USA","06","2016","d","g",125832,0,125832,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","137","MN","USA","06","2016","d","g",1533123,0,1533123,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",263350,0,263350,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","139","IA","USA","06","2016","d","g",290468,0,290468,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","139","MN","USA","06","2016","d","g",481768,0,481768,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","139","OH","USA","06","2016","d","g",2727123,0,2727123,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",539168,0,539168,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","139","WI","USA","06","2016","d","g",237554,0,237554,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","IL","USA","06","2016","d","g",94537,0,94537,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","IN","USA","06","2016","d","g",2245008,0,2245008,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","NC","USA","06","2016","d","g",187710,0,187710,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","NE","USA","06","2016","d","g",58816,0,58816,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","OH","USA","06","2016","d","g",427053,0,427053,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",163809,0,163809,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","TX","USA","06","2016","d","g",5332479,0,5332479,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","141","WI","USA","06","2016","d","g",142339,0,142339,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","AR","USA","06","2016","d","g",514304,0,514304,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","IL","USA","06","2016","d","g",1456868,0,1456868,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","MO","USA","06","2016","d","g",26914,0,26914,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","OH","USA","06","2016","d","g",147312,0,147312,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","OK","USA","06","2016","d","g",4485955,0,4485955,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",124375,0,124375,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","143","TN","USA","06","2016","d","g",224597,0,224597,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","145","AR","USA","06","2016","d","g",64320,0,64320,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","145","KY","USA","06","2016","d","g",277556,0,277556,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","145","MN","USA","06","2016","d","g",993342,0,993342,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","145","NE","USA","06","2016","d","g",26977,0,26977,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","145","OH","USA","06","2016","d","g",426352,0,426352,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",256749,0,256749,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","147","IA","USA","06","2016","d","g",36070,0,36070,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","147","MI","USA","06","2016","d","g",579174,0,579174,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","147","MN","USA","06","2016","d","g",78022,0,78022,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","147","MO","USA","06","2016","d","g",88257,0,88257,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","147","NC","USA","06","2016","d","g",584065,0,584065,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",115768,0,115768,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","149","AR","USA","06","2016","d","g",47264,0,47264,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","149","MN","USA","06","2016","d","g",70307,0,70307,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","149","OH","USA","06","2016","d","g",141769,0,141769,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",65931,0,65931,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","149","TN","USA","06","2016","d","g",610088,0,610088,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","149","TX","USA","06","2016","d","g",43226,0,43226,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","KY","USA","06","2016","d","g",525799,0,525799,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","MN","USA","06","2016","d","g",41047,0,41047,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","MS","USA","06","2016","d","g",1325860,0,1325860,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","NC","USA","06","2016","d","g",647265,0,647265,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","NE","USA","06","2016","d","g",13382,0,13382,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","151","OH","USA","06","2016","d","g",1154523,0,1154523,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",77143,0,77143,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","IA","USA","06","2016","d","g",3254332,0,3254332,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","MI","USA","06","2016","d","g",38506,0,38506,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","MN","USA","06","2016","d","g",96447,0,96447,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","NC","USA","06","2016","d","g",34753,0,34753,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","NE","USA","06","2016","d","g",268076,0,268076,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","OH","USA","06","2016","d","g",4745945,0,4745945,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","","PR","PRI","06","2016","d","g",72461,0,72461,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","TN","USA","06","2016","d","g",149228,0,149228,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","153","TX","USA","06","2016","d","g",65207,0,65207,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","155","IA","USA","06","2016","d","g",563478,0,563478,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","155","KY","USA","06","2016","d","g",39535,0,39535,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","155","NC","USA","06","2016","d","g",526504,0,526504,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","155","OH","USA","06","2016","d","g",801856,0,801856,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","IA","USA","06","2016","d","g",106662,0,106662,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","IL","USA","06","2016","d","g",19140,0,19140,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","IN","USA","06","2016","d","g",1027419,0,1027419,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","MN","USA","06","2016","d","g",229234,0,229234,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","NC","USA","06","2016","d","g",143048,0,143048,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","NE","USA","06","2016","d","g",227051,0,227051,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","OH","USA","06","2016","d","g",343225,0,343225,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","TN","USA","06","2016","d","g",7882457,0,7882457,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","157","TX","USA","06","2016","d","g",486341,0,486341,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","159","IL","USA","06","2016","d","g",41130,0,41130,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","159","MN","USA","06","2016","d","g",39275,0,39275,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","159","MO","USA","06","2016","d","g",173352,0,173352,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","159","NC","USA","06","2016","d","g",913448,0,913448,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","IL","USA","06","2016","d","g",715175,0,715175,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","KS","USA","06","2016","d","g",396010,0,396010,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
